S#,SNAME,SEX,BDATE,HEIGHT,DORM
01036441,张茂蕾,女,2004-06-01,1.68,东16舍126
01036442,刘贤东,男,2004-05-25,1.86,东4舍602
01036443,边泽英,男,2004-10-31,1.88,东6舍810
01036444,潘新蕾,女,2003-07-09,1.81,东3舍830
01036445,张浩宇,男,2004-03-04,1.89,东2舍402
01036446,李秀萍,女,2003-09-04,1.59,东9舍905
01036447,陈一帆,男,2005-08-09,1.78,东13舍326
01036448,曹雨桐,女,2005-01-23,1.69,东16舍423
01036449,李培平,男,2005-09-03,1.87,东9舍102
01036450,尉娟,女,2002-09-16,1.71,东17舍623
01036451,王梦妍,女,2004-06-04,1.83,东20舍332
01036452,张安宇,男,2003-08-13,1.89,东10舍813
01036453,韦微,女,2002-11-27,1.72,东5舍524
01036454,王婵,女,2003-12-01,1.7,东5舍129
01036455,王瀛,女,2005-11-01,1.9,东8舍216
01036456,郭奕斌,男,2004-05-31,1.66,东11舍929
01036457,张钰,男,2005-01-03,1.62,东21舍121
01036458,侯闻迪,女,2002-11-09,1.76,东12舍615
01036459,张武豪,男,2004-06-24,1.73,东17舍209
01036460,朱芷琳,女,2005-09-17,1.81,东12舍211
01036461,张晨曦,男,2003-01-10,1.76,东7舍327
01036462,温林丰,男,2002-05-05,1.63,东7舍727
01036463,戴津星,男,2004-09-05,1.67,东5舍116
01036464,沈鸿,男,2003-04-19,1.89,东2舍207
01036465,叶碧欣,女,2004-09-13,1.63,东11舍104
01036466,丛雪冰,女,2005-04-25,1.8,东6舍302
01036467,张磊,男,2002-01-05,1.62,东15舍529
01036468,袁锐,男,2003-01-04,1.64,东21舍630
01036469,李玉琼,女,2002-12-07,1.63,东6舍417
01036470,孙嘉鸿,女,2005-02-10,1.85,东12舍603
01036471,林忻,女,2003-03-08,1.8,东5舍820
01036472,邵光阳,男,2004-04-02,1.8,东14舍608
01036473,徐仁翰,男,2003-10-15,1.8,东12舍631
01036474,赵弋斐,男,2004-05-12,1.68,东10舍633
01036475,赵森,男,2003-07-10,1.61,东6舍702
01036476,连雅琦,女,2005-03-02,1.67,东15舍721
01036477,陆天怡,女,2005-06-19,1.6,东15舍230
01036478,于江,男,2004-02-13,1.75,东11舍808
01036479,崔峰铭,男,2002-04-10,1.85,东20舍722
01036480,冯旭,男,2003-12-09,1.8,东1舍206
01036481,徐冬阳,男,2003-06-29,1.68,东10舍826
01036482,陈瑶,女,2003-11-23,1.87,东18舍620
01036483,薛斯丹,女,2005-01-26,1.88,东6舍817
01036484,冯艺,女,2004-08-02,1.58,东4舍505
01036485,郭顺,男,2003-03-12,1.85,东4舍706
01036486,周徐意,男,2003-03-08,1.68,东18舍909
01036487,司鑫宇,女,2002-07-18,1.6,东21舍732
01036488,张雪妍,女,2002-03-18,1.87,东14舍416
01036489,刘焱欣,男,2004-03-28,1.79,东15舍716
01036490,周熙霖,男,2005-09-21,1.85,东10舍306
01036491,张楠,女,2003-05-07,1.6,东4舍905
01036492,郑颖,女,2004-02-27,1.63,东6舍801
01036493,刘沛泉,男,2003-12-19,1.76,东21舍506
01036494,刘誉,女,2003-09-25,1.88,东15舍102
01036495,后博文,男,2003-06-27,1.87,东1舍910
01036496,刘家琦,男,2005-02-10,1.75,东7舍702
01036497,吕治强,男,2002-09-22,1.73,东16舍712
01036498,陈珍,女,2005-04-09,1.62,东9舍420
01036499,龚沛军,男,2004-04-06,1.84,东5舍705
01036500,刘颖,女,2004-01-05,1.86,东14舍621
01036501,孙佩瑾,女,2005-07-22,1.72,东2舍530
01036502,宋孝东,男,2002-02-15,1.77,东5舍220
01036503,孙铮,男,2003-05-05,1.68,东7舍706
01036504,杨帆,女,2005-01-03,1.81,东7舍110
01036505,杨洋,男,2002-01-08,1.62,东18舍813
01036506,许成伍,男,2004-02-19,1.87,东8舍609
01036507,崔婉怡,女,2004-11-29,1.87,东14舍318
01036508,贾丽媛,女,2002-06-02,1.69,东16舍403
01036509,张子旸,男,2002-08-18,1.77,东2舍821
01036510,刘安琪,女,2003-04-18,1.88,东15舍411
01036511,张语麟,女,2005-10-20,1.82,东14舍930
01036512,王林鹤,男,2003-12-11,1.79,东6舍819
01036513,黄伟智,男,2003-03-22,1.58,东17舍404
01036514,陈艳萍,女,2005-08-05,1.63,东1舍718
01036515,刘前,男,2003-03-07,1.61,东12舍611
01036516,赵琳,女,2003-08-19,1.87,东20舍926
01036517,姜乃嘉,女,2004-04-03,1.73,东8舍129
01036518,郑雅文,女,2003-11-30,1.6,东19舍718
01036519,周瑞骅,男,2004-04-10,1.59,东9舍805
01036520,罗铭,女,2004-04-01,1.76,东11舍316
01036521,陈佳仪,女,2005-06-12,1.61,东10舍514
01036522,张婧宁,女,2004-11-16,1.81,东3舍516
01036523,何文博,男,2005-07-05,1.73,东17舍607
01036524,王超杰,男,2003-11-08,1.9,东15舍505
01036525,冉国华,女,2003-08-15,1.67,东1舍101
01036526,杨君尧,男,2003-01-25,1.67,东19舍520
01036527,杨宁,女,2005-05-18,1.71,东19舍332
01036528,李予,男,2003-07-27,1.63,东4舍620
01036529,杨宏华,男,2003-02-18,1.59,东5舍733
01036530,王闲,女,2002-10-26,1.6,东13舍711
01036531,董镇,男,2003-09-17,1.73,东17舍627
01036532,吴铭,男,2002-04-30,1.61,东14舍407
01036533,叶慧颖,女,2002-07-08,1.84,东10舍105
01036534,邵钰清,女,2005-05-04,1.67,东1舍309
01036535,余梦霞,女,2002-03-15,1.6,东20舍415
01036536,张蕊,女,2002-07-30,1.73,东3舍301
01036537,关惠元,女,2005-01-09,1.83,东17舍309
01036538,黄宜铖,男,2005-08-24,1.77,东19舍805
01036539,陈效,女,2003-08-04,1.75,东20舍823
01036540,董婉莹,女,2004-09-11,1.61,东8舍414
01036541,裴惠平,女,2005-04-08,1.86,东6舍127
01036542,韩昱馨,女,2005-02-21,1.82,东14舍711
01036543,陈春颖,女,2004-01-21,1.72,东8舍715
01036544,张爱琪,女,2003-04-06,1.86,东12舍130
01036545,王煜,女,2003-05-19,1.76,东10舍704
01036546,周林,男,2004-10-18,1.72,东7舍802
01036547,王书谊,男,2002-02-21,1.65,东15舍203
01036548,谭晓烨,女,2003-08-14,1.88,东9舍927
01036549,侯博伟,男,2002-07-28,1.65,东8舍421
01036550,何成渝,女,2004-06-19,1.75,东5舍515
01036551,关惠媛,女,2002-04-27,1.82,东3舍632
01036552,陈臻,男,2002-06-19,1.58,东7舍205
01036553,吴宗蔓,女,2002-01-06,1.66,东3舍524
01036554,张顺顺,女,2002-02-07,1.75,东13舍504
01036555,何慧坤,女,2003-10-14,1.59,东20舍330
01036556,柴逸伦,男,2002-08-02,1.86,东3舍621
01036557,肖冬,男,2002-01-10,1.67,东10舍803
01036558,方辰左,男,2002-06-29,1.86,东20舍502
01036559,海永梅,女,2002-01-06,1.62,东7舍702
01036560,许晨夕,女,2005-06-22,1.8,东8舍513
01036561,苏佳骥,男,2002-03-02,1.58,东6舍418
01036562,白阳,男,2005-04-13,1.59,东17舍627
01036563,丁亦卿,女,2003-07-14,1.83,东10舍717
01036564,汪末,女,2002-09-03,1.85,东9舍418
01036565,张雨婷,女,2002-01-12,1.69,东20舍705
01036566,刘颖,女,2002-08-06,1.64,东15舍806
01036567,余天呈,男,2003-09-22,1.7,东17舍828
01036568,杨彬,女,2003-01-27,1.81,东2舍906
01036569,李佳颖,女,2004-12-28,1.8,东11舍732
01036570,袁东筱,男,2003-08-03,1.69,东9舍527
01036571,钱其沁,女,2005-06-07,1.65,东11舍913
01036572,彭晓宁,女,2003-01-12,1.61,东21舍823
01036573,陈天玉,女,2003-10-08,1.86,东13舍509
01036574,赵贵佳,男,2003-12-02,1.71,东19舍106
01036575,胡佳宜,女,2002-09-30,1.71,东9舍525
01036576,马春玲,女,2004-09-25,1.8,东18舍831
01036577,龚国海,男,2005-09-01,1.83,东5舍633
01036578,陈信宁,男,2002-11-06,1.79,东19舍724
01036579,朱思磊,男,2002-06-27,1.78,东5舍804
01036580,白瑞祺,男,2004-10-23,1.65,东13舍118
01036581,程继冰,男,2005-06-11,1.66,东9舍619
01036582,段琳,女,2005-07-24,1.63,东1舍328
01036583,吕梦扬,男,2003-12-08,1.67,东12舍724
01036584,张涛铸,男,2004-10-22,1.64,东16舍522
01036585,吴博川,男,2005-10-11,1.78,东20舍105
01036586,林星,女,2003-06-06,1.8,东13舍728
01036587,王璟,女,2005-04-22,1.87,东3舍717
01036588,戎毅杰,男,2005-06-21,1.68,东2舍615
01036589,孙政琳,女,2003-12-02,1.61,东16舍217
01036590,高缘缘,女,2002-08-07,1.64,东14舍201
01036591,李贺,男,2004-12-22,1.66,东15舍607
01036592,梁菁,女,2005-11-12,1.86,东17舍231
01036593,邱飞旸,男,2002-04-19,1.63,东12舍131
01036594,查继,男,2003-03-21,1.89,东9舍224
01036595,谷思逸,男,2004-12-19,1.72,东15舍730
01036596,董宇昂,男,2002-01-15,1.83,东10舍328
01036597,衣铭,男,2002-03-25,1.71,东3舍222
01036598,吴岱,男,2003-09-27,1.75,东18舍720
01036599,厉滢,女,2003-03-02,1.72,东2舍717
01036600,曹沥方,女,2003-06-17,1.79,东4舍204
01036601,胡心悦,女,2002-04-19,1.8,东15舍516
01036602,生强,男,2002-06-22,1.66,东20舍729
01036603,庞婷,女,2004-08-21,1.71,东1舍329
01036604,韩昊,女,2004-02-01,1.62,东8舍316
01036605,吴永辉,男,2003-12-12,1.7,东7舍210
01036606,段润东,男,2004-10-17,1.8,东4舍524
01036607,宾凤娟,女,2005-09-26,1.64,东13舍524
01036608,曾晓娟,女,2004-07-05,1.87,东4舍714
01036609,陈润丰,女,2004-02-27,1.78,东2舍619
01036610,朱昊东,男,2002-01-29,1.7,东19舍314
01036611,李泰森,男,2004-02-08,1.86,东15舍619
01036612,李嘉懿,女,2002-03-21,1.86,东4舍703
01036613,孙东君,男,2003-10-13,1.87,东8舍728
01036614,李耀东,男,2003-10-27,1.65,东6舍719
01036615,宋童童,男,2003-06-08,1.7,东17舍211
01036616,柴然,女,2003-06-27,1.61,东11舍431
01036617,牛红柳,女,2003-11-22,1.71,东3舍431
01036618,杨潇博,女,2004-05-09,1.71,东20舍132
01036619,贾萌,女,2004-07-17,1.68,东10舍703
01036620,巫子涵,男,2004-01-03,1.8,东18舍325
01036621,王卓,男,2005-12-18,1.72,东17舍206
01036622,丁立洋,男,2004-10-05,1.79,东3舍630
01036623,王磊,男,2005-01-08,1.83,东12舍730
01036624,徐蔚然,男,2003-01-19,1.7,东8舍905
01036625,田然,男,2003-08-04,1.78,东16舍915
01036626,李士磊,男,2002-11-01,1.81,东8舍108
01036627,牛冬娴,女,2003-11-14,1.74,东5舍217
01036628,郑君如,女,2002-08-27,1.79,东2舍623
01036629,牛晓文,女,2002-12-02,1.61,东7舍627
01036630,李竞曦,男,2005-02-15,1.59,东13舍421
01036631,张家玮,男,2004-04-12,1.64,东18舍524
01036632,高士琳,女,2003-10-11,1.81,东14舍805
01036633,李源,女,2002-09-30,1.77,东1舍527
01036634,刘安琪,女,2005-09-26,1.67,东3舍212
01036635,佘丽,女,2003-03-10,1.69,东3舍219
01036636,付嘉,女,2002-07-22,1.87,东5舍430
01036637,赵郭成,男,2005-12-17,1.67,东11舍206
01036638,戴逸茹,女,2003-03-28,1.86,东18舍221
01036639,杨雯鹃,女,2002-09-25,1.7,东20舍921
01036640,陈茂,女,2004-01-09,1.71,东9舍933
01036641,侯雪洁,女,2002-08-20,1.69,东20舍628
01036642,赵贺,男,2002-12-20,1.66,东9舍309
01036643,梁宗琦,女,2005-06-26,1.79,东7舍327
01036644,蒋凯奕,男,2004-02-06,1.67,东2舍817
01036645,王骞,男,2003-11-14,1.76,东13舍908
01036646,黄圣钰,女,2002-04-21,1.85,东4舍530
01036647,姚睿,男,2004-04-08,1.59,东4舍211
01036648,邵文杰,男,2002-12-18,1.76,东11舍222
01036649,郭润豪,男,2004-08-27,1.62,东12舍416
01036650,张万顺,男,2002-06-03,1.62,东10舍503
01036651,张亚楠,女,2003-11-26,1.87,东6舍725
01036652,林祎琛,男,2003-06-28,1.71,东19舍314
01036653,秦晗,女,2005-10-17,1.79,东20舍829
01036654,陈艳萍,女,2002-10-29,1.83,东4舍807
01036655,赵浩宇,男,2002-10-12,1.74,东19舍310
01036656,韦晨晔,女,2004-02-12,1.65,东3舍422
01036657,张平,女,2002-07-03,1.61,东11舍732
01036658,黄琳,女,2003-06-28,1.87,东16舍122
01036659,王煜,女,2004-05-02,1.89,东21舍402
01036660,贾圣果,男,2005-04-04,1.89,东1舍828
01036661,张义荀,女,2003-08-02,1.6,东4舍909
01036662,李国昊,男,2004-10-22,1.74,东5舍233
01036663,马泽绵,女,2003-08-22,1.87,东19舍304
01036664,谢瑾,女,2002-11-28,1.87,东21舍918
01036665,陈晓莉,女,2002-12-18,1.74,东16舍610
01036666,潘岳,男,2004-09-08,1.79,东9舍203
01036667,侯林涛,男,2002-12-07,1.87,东20舍522
01036668,李易繁,女,2002-10-20,1.62,东2舍221
01036669,余佳珈,女,2004-05-14,1.78,东10舍432
01036670,赵梦玉,女,2005-09-17,1.68,东10舍627
01036671,郭思捷,女,2002-11-10,1.59,东1舍119
01036672,李辉,男,2003-09-16,1.66,东9舍327
01036673,肖琪,女,2004-04-08,1.61,东10舍818
01036674,武晓忠,男,2005-04-29,1.65,东20舍409
01036675,段事恒,男,2005-11-04,1.73,东12舍113
01036676,李志宇,男,2003-03-18,1.77,东1舍701
01036677,李智,男,2003-08-01,1.71,东6舍127
01036678,林之,女,2004-11-16,1.59,东5舍931
01036679,何书仪,男,2002-10-25,1.89,东18舍317
01036680,丛拯民,男,2005-12-22,1.65,东13舍510
01036681,宁静,女,2003-11-09,1.82,东16舍908
01036682,王平,男,2004-02-19,1.73,东5舍221
01036683,宫克威,男,2005-09-03,1.75,东15舍328
01036684,楚悦晨,女,2004-07-24,1.81,东2舍721
01036685,冯馨雯,女,2005-07-04,1.74,东7舍221
01036686,燕昊,男,2005-11-18,1.58,东15舍329
01036687,黄臻翔,男,2004-10-12,1.65,东13舍603
01036688,刘小奇,女,2004-06-07,1.71,东4舍822
01036689,金蕾,女,2005-11-09,1.62,东17舍625
01036690,彭小玻,男,2003-04-03,1.6,东8舍316
01036691,杨芳,女,2003-06-05,1.71,东16舍924
01036692,蔡金辛,男,2003-04-30,1.78,东3舍925
01036693,刘知林,女,2002-12-07,1.8,东5舍820
01036694,郝怡文,女,2004-06-19,1.82,东17舍213
01036695,陆浩,男,2004-10-03,1.63,东2舍204
01036696,齐苗苗,女,2004-03-11,1.89,东19舍312
01036697,江梅,女,2003-12-14,1.61,东10舍414
01036698,刘永泽,男,2004-04-04,1.85,东2舍307
01036699,朱靓,女,2004-12-01,1.78,东18舍610
01036700,刘言,男,2004-09-10,1.9,东10舍820
01036701,陈一心,男,2005-11-29,1.72,东13舍819
01036702,申亚琴,女,2004-01-25,1.8,东11舍732
01036703,张鑫,男,2005-08-23,1.58,东17舍816
01036704,李志宇,男,2004-01-28,1.62,东4舍614
01036705,武定洲,男,2005-10-23,1.82,东20舍920
01036706,丁豪,男,2004-09-29,1.89,东16舍505
01036707,文雅宁,女,2004-11-12,1.68,东11舍611
01036708,沈超,男,2004-02-25,1.61,东2舍511
01036709,杨皓,男,2003-04-08,1.71,东16舍215
01036710,陈欣媛,女,2004-10-26,1.81,东5舍626
01036711,杨奥森,男,2005-08-29,1.63,东13舍207
01036712,沈鸿,男,2002-08-31,1.66,东2舍514
01036713,赖远芳,女,2005-08-04,1.83,东4舍512
01036714,张泽凡,男,2005-07-30,1.84,东16舍615
01036715,朱兆成,男,2005-02-28,1.7,东9舍505
01036716,刘美岑,女,2003-10-27,1.74,东17舍306
01036717,武津锐,男,2003-01-06,1.75,东14舍913
01036718,侯筱雨,女,2003-09-01,1.7,东15舍416
01036719,赵伟,男,2005-10-28,1.65,东20舍725
01036720,李竑泽,男,2002-11-09,1.81,东3舍717
01036721,钱方宁,男,2003-04-02,1.61,东12舍607
01036722,桑新桓,男,2002-10-25,1.71,东17舍231
01036723,刘宁远,男,2003-11-21,1.63,东2舍616
01036724,李想,男,2004-01-15,1.66,东18舍517
01036725,金睿哲,男,2003-11-21,1.62,东16舍626
01036726,高倩倩,女,2005-04-15,1.89,东17舍116
01036727,闫丙松,男,2004-02-27,1.59,东12舍221
01036728,赵雨辰,女,2005-05-01,1.65,东2舍611
01036729,辛菲,女,2002-02-07,1.77,东6舍403
01036730,张婕,女,2003-01-20,1.72,东14舍103
01036731,陈凯宇,男,2004-02-01,1.7,东12舍207
01036732,胡正,男,2003-03-07,1.67,东10舍202
01036733,姜润琦,女,2003-06-17,1.75,东8舍701
01036734,张钰,女,2005-02-13,1.74,东16舍129
01036735,陈莹,女,2003-12-10,1.72,东8舍907
01036736,刘智超,男,2005-08-10,1.72,东10舍628
01036737,毛承杰,男,2005-04-04,1.87,东18舍116
01036738,康欣怡,女,2005-03-11,1.81,东3舍617
01036739,谢思桐,女,2002-05-15,1.59,东4舍424
01036740,胡锦煦,女,2005-10-13,1.77,东4舍733
01036741,杨帆,女,2004-08-22,1.78,东17舍403
01036742,余德钧,男,2004-09-11,1.75,东4舍309
01036743,夏宁静,女,2005-11-02,1.6,东15舍227
01036744,傅颖新,女,2002-07-02,1.73,东2舍708
01036745,徐江平,男,2003-03-31,1.75,东21舍632
01036746,李成,男,2004-04-29,1.74,东12舍933
01036747,李光玮,女,2002-11-28,1.68,东16舍414
01036748,黄诗雯,女,2004-10-24,1.87,东21舍408
01036749,高俊,男,2003-11-08,1.87,东14舍721
01036750,张源,女,2005-08-24,1.86,东15舍527
01036751,张萱,女,2002-05-04,1.85,东21舍806
01036752,郑旭滢,女,2003-01-04,1.66,东6舍531
01036753,刘明元,男,2003-11-13,1.72,东18舍718
01036754,周林,男,2002-07-09,1.87,东16舍107
01036755,李思齐,男,2002-10-07,1.78,东7舍909
01036756,孟鑫岳,女,2002-06-01,1.71,东16舍702
01036757,刘纯清,女,2005-06-30,1.82,东18舍302
01036758,赵智超,男,2005-05-13,1.72,东21舍305
01036759,薛啸天,男,2004-08-16,1.6,东6舍629
01036760,董书应,男,2004-09-11,1.74,东10舍412
01036761,郭玮仑,男,2005-02-01,1.76,东21舍311
01036762,尹智,男,2005-01-28,1.88,东5舍932
01036763,沙鹏举,男,2003-04-10,1.68,东5舍122
01036764,陈卓涛,男,2003-09-06,1.67,东21舍231
01036765,唐怡欣,女,2002-05-06,1.59,东16舍105
01036766,雷明,男,2004-01-13,1.82,东10舍719
01036767,郑易,女,2005-04-22,1.7,东16舍424
01036768,周知,男,2005-01-17,1.66,东6舍322
01036769,章振坤,男,2003-07-29,1.61,东6舍522
01036770,豆丹阳,女,2003-03-20,1.7,东12舍917
01036771,杨百川,男,2003-10-26,1.79,东18舍802
01036772,敖蕊,女,2005-06-29,1.8,东12舍319
01036773,栾天来,男,2005-07-19,1.71,东17舍804
01036774,许臻,女,2003-07-04,1.61,东7舍307
01036775,杜振宇,男,2002-08-10,1.89,东11舍631
01036776,辛浩浩,男,2005-01-24,1.82,东2舍827
01036777,房思余,女,2002-10-28,1.84,东3舍409
01036778,曹博航,男,2003-02-02,1.9,东1舍629
01036779,王晓东,男,2004-05-11,1.72,东12舍333
01036780,周沁愉,女,2005-07-15,1.85,东11舍216
01036781,马小宁,男,2002-03-01,1.75,东8舍903
01036782,张睿喆,男,2004-10-09,1.85,东15舍403
01036783,解振达,男,2003-08-23,1.64,东14舍625
01036784,张锐,男,2005-11-02,1.89,东3舍119
01036785,苏琳,女,2002-01-17,1.89,东14舍326
01036786,马明宇,女,2002-09-27,1.61,东2舍927
01036787,李宁,女,2005-08-16,1.64,东15舍229
01036788,罗惟惟,女,2002-07-25,1.58,东16舍518
01036789,王凯,男,2003-04-27,1.81,东10舍915
01036790,庞博,男,2003-11-19,1.79,东15舍809
01036791,张虹烨,女,2005-04-28,1.74,东4舍715
01036792,鞠昊,女,2004-08-06,1.87,东7舍702
01036793,高正东,男,2005-12-31,1.74,东9舍816
01036794,方开国,男,2003-05-20,1.67,东18舍103
01036795,刘人仁,男,2002-07-11,1.83,东7舍807
01036796,邵百一,女,2002-05-03,1.85,东4舍508
01036797,孙婧秋,女,2005-10-06,1.76,东4舍527
01036798,吴马俊男,男,2004-09-04,1.68,东16舍907
01036799,欧阳宇卿,女,2002-03-18,1.87,东17舍423
01036800,李彦余,男,2002-03-06,1.84,东13舍429
01036801,李畅,女,2003-07-29,1.72,东14舍815
01036802,饶家玚,男,2003-02-16,1.62,东8舍620
01036803,金梦群,女,2002-09-23,1.83,东17舍116
01036804,齐昱,男,2005-12-27,1.7,东10舍104
01036805,鲁成东,男,2005-12-07,1.68,东19舍933
01036806,王雪瑞,女,2003-11-01,1.68,东12舍816
01036807,郭思嘉,女,2005-05-07,1.83,东21舍316
01036808,吴乐蒙,男,2005-07-19,1.74,东2舍724
01036809,张笑然,男,2005-01-28,1.83,东2舍227
01036810,李杰,男,2005-10-22,1.83,东16舍902
01036811,靳轩,女,2005-05-11,1.77,东1舍529
01036812,金朱俊宏,男,2005-04-30,1.75,东18舍712
01036813,宋淑兰,女,2005-01-02,1.77,东10舍230
01036814,谢金宇,男,2005-03-08,1.66,东4舍813
01036815,陆星儿,女,2005-04-24,1.87,东5舍411
01036816,谢晓雨,女,2003-04-19,1.8,东10舍433
01036817,李悦,女,2003-03-09,1.83,东11舍413
01036818,邱太保,男,2004-02-02,1.87,东7舍826
01036819,石韦颖,女,2005-08-12,1.89,东16舍318
01036820,李伟宏,男,2005-09-29,1.77,东14舍829
01036821,杨孟乔,女,2002-07-24,1.62,东6舍825
01036822,王骋宇,男,2002-02-27,1.79,东18舍606
01036823,林星,女,2003-06-15,1.75,东7舍502
01036824,李霖,女,2003-05-16,1.59,东15舍223
01036825,赵子蒙,男,2003-02-16,1.66,东15舍301
01036826,田梦,女,2005-11-24,1.86,东4舍326
01036827,付天宸,男,2003-07-15,1.87,东4舍412
01036828,尹凤杰,女,2003-04-09,1.77,东4舍724
01036829,田青,女,2004-05-08,1.85,东8舍203
01036830,陈世祺,男,2004-08-27,1.88,东5舍421
01036831,朱熙,男,2002-10-19,1.73,东16舍429
01036832,赵荷,女,2005-04-22,1.84,东20舍802
01036833,谯楷耀,男,2004-05-10,1.8,东16舍407
01036834,陈俐瑾,女,2003-09-29,1.8,东2舍224
01036835,周义钧,男,2002-03-14,1.75,东5舍324
01036836,洪谦,男,2002-04-02,1.83,东10舍602
01036837,龚泽,男,2003-08-12,1.78,东15舍505
01036838,周德伦,男,2002-07-27,1.71,东7舍733
01036839,王婷婷,女,2002-01-04,1.82,东6舍932
01036840,白皓,男,2003-07-31,1.79,东5舍225
01036841,陈溟鲲,男,2004-08-31,1.81,东21舍108
01036842,刘畅,女,2002-04-15,1.89,东20舍231
01036843,刘芃昊,男,2004-09-03,1.67,东11舍225
01036844,魏丽莉,女,2002-11-13,1.72,东17舍633
01036845,刘源,女,2002-12-15,1.76,东14舍414
01036846,廖延江,男,2002-02-28,1.8,东10舍517
01036847,赵勋,男,2005-10-10,1.69,东9舍331
01036848,卢一岫,女,2002-05-04,1.67,东21舍932
01036849,张家瑞,男,2005-04-29,1.87,东14舍825
01036850,李焰淋,女,2003-03-27,1.63,东10舍533
01036851,吕俊宇,女,2004-12-03,1.87,东9舍618
01036852,康劲东,男,2004-10-24,1.9,东2舍106
01036853,李玥儒,男,2005-04-19,1.88,东9舍125
01036854,朱海燕,女,2004-06-24,1.76,东19舍220
01036855,孙军,男,2005-05-16,1.63,东4舍729
01036856,吴科杰,男,2003-10-30,1.73,东16舍119
01036857,黄小武,男,2004-06-22,1.75,东6舍207
01036858,任天润,男,2004-05-19,1.86,东11舍732
01036859,栾雪,女,2005-03-09,1.63,东18舍501
